No.total,Serial No.,StationCo,Name_Kor,Name_Eng,River Syst,River name,Transmissi,Instrument,Address,Longitude,Latitude,Longitude_,Latitude_d,Beginning,Tidal,Elevation,Elevatio_1,Possible,Discharge,Drainage A,Distance f,Grade of,Remarks,Management,classifica,권역,Level,선정1,Final,확대지점,type,주의수위,경계수위,심각수위,기왕 최대수위,기왕 최대수위 사상,경계수위 초과유무,경계수위 초과사상,심각수위 초과유무,심각수위 초과사상,Hydro model,Rating curve,시나리오대상,Basic Model,Predict Rainfall Model,Scenario model,Representative,
310,310,2019653,의령군(공단교),Uiryeonggun(Gongdangyo),낙동강,의령천,VSAT/M2M,부자식/압력식,경상남도 의령군 의령읍 동동리 845-2(공단교),128-16-07,35-19-02,128.2686111,35.31722222,2016-01-01,무,8.792,16.669,6,유,77.91,4.01,최적(A),"결측, 하천공사로 인한 오측(02.20~03.25)",환경부,확대특보지점,낙동강,지방,확대특보지점,O,,지류,,5.7,6.8,7.94,5.91,43740.78472,X,,X,,O,X,O,○,○,●,시나리오
311,311,2019655,의령군(정암교),Uiryeonggun(Jeongamgyo),낙동강,남강,VHF/M2M/고속망,부자식/압력식/레이더,경상남도 의령군 의령읍 정암리 430-43 ((구)정암교),128-17-43,35-18-48,128.2952778,35.31333333,1922-08-01,무,6.04,18.157,13,유,"2,990.66",26.68,최적(A), ,환경부,현재특보지점,낙동강,국가,현재특보지점,O,,지류,,7,8.5,10.69,9.09,,O,40733,X,,O,O,X,●,,,기본
312,312,2019680,함안군(서촌리),Hamangun(Seochonri),낙동강,함안천,VHF/M2M,부자식/레이더,경상남도 함안군 대산면 서촌리 산99-2 (악양교 하류),128-24-02,35-19-54,128.4005556,35.33166667,2006-01-25,무,3.041,18.66,15,무,155.11,0.52,최적(A), ,환경부,확대특보지점,낙동강,국가,확대특보지점,O,,지류,,8.2,10.6,12.92,10.26,40734.38889,X,,X,,O,X,O,●,,,기본
313,313,2019685,함안군(대사교),Hamangun(Daesagyo),낙동강,함안천,VHF/M2M,레이더,경상남도 함안군 함안면 대산리 1242-2(대사교),128-25-33,35-15-18,128.4258333,35.255,2017-01-01,무,20.46,27.909,6.5,유,48.38,10.58,최적(A), ,환경부,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
314,314,2019695,의령군(성산리),Uiryeonggun(Seongsanri),낙동강,남강,VSAT/M2M,부자식/압력식,경상남도 의령군 지정면 성산리 1106-4,128-25-45,35-23-27,128.4291667,35.39083333,1917-07-01,무,3.086,15.72,12,무,3466.42,0.46,최적(A), ,환경부,,낙동강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
315,315,2020603,밀양시(판곡교),Miryangsi(Pangokgyo),낙동강,청도천,VHF/M2M,부자식,경상남도 밀양시 무안면 죽월리 672-1 (판곡교),128-39-13,35-30-16,128.6536111,35.50444444,2008-02-01,무,19.757,25.955,6,무,73.29,16.46,최적(A), ,환경부,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
316,316,2020605,창녕군(강리),Changnyeonggun(Gangri),낙동강,계성천,VHF/M2M,부자식,경상남도 창녕군 장마면 강리 1085-1 (화영삼거리 부근),128-27-45,35-27-27,128.4625,35.4575,2008-02-01,무,8.789,16.68,6,무,54.18,10.98,최적(A), ,환경부,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
317,317,2020615,함안군(계내리),Hamangun(Gyenaeri),낙동강,낙동강,VHF/M2M/고속망,부자식/레이더/압력식,경상남도 함안군 칠서면 계내리 343 (진동양수장옆),128-29-01,35-23-00,128.4836111,35.38333333,1921-08-01,무,1.895,21.609,12,유,20354.77,83.4,최적(A), ,환경부,현재특보지점,낙동강,국가,현재특보지점,O,,본류,,7,9,12.54,10.02,,O,"2012-09-17, 2020-08-08",X,,O,O,X,●,,,기본
318,318,2020640,함안군(소랑교),Hamangun(Soranggyo),낙동강,광려천,VHF/M2M,부자식/레이더,경상남도 함안군 칠북면 덕남리 328-4 (소랑교),128-31-21,35-22-53,128.5225,35.38138889,2007-01-26,무,-0.168,19.032,17,무,157.59,0.64,최적(A), ,환경부,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
319,319,2020646,함안군(창녕함안보하),Hamangun(Changnyeong·HamanboDN),낙동강,낙동강,VHF/M2M,압력식/압력식,경상남도 함안군 칠북면 봉촌리 257,128-33-12,35-22-37,128.5533333,35.37694444,2012-01-27,무,0,13.583,8,무,20697,75.57,최적(A), ,환경부,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
320,320,2020647,창녕군(창녕함안보상),Changnyeonggun(Changnyeong·HamanboUP),낙동강,낙동강,VHF/M2M,부자식/압력식,경상남도 창녕군 길곡면 오호리 1001-1,128-33-02,35-22-59,128.5505556,35.38305556,2012-01-27,무,0,16.47,10,무,20697,75.92,최적(A), ,환경부,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
321,321,2020650,창녕군(청암리),Changnyeonggun(Cheongamri),낙동강,낙동강,VHF/M2M,부자식/압력식,경상남도 창녕군 부곡면 청암리 1110 (청암취수장옆),128-36-03,35-23-44,128.6008333,35.39555556,1955-10-01,무,-4.011,12.628,11,유,20726.95,70.57,우수(B), ,환경부,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
322,322,2020651,밀양시(인교),Miryangsi(Ingyo),낙동강,청도천,VHF/M2M,부자식,경상남도 밀양시 초동면 오방리 682 (인교),128-39-04,35-25-32,128.6511111,35.42555556,2012-01-01,무,1.766,14.395,12,유,159.18,6.34,최적(A), ,환경부,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
323,323,2020675,창원시(수산대교),Changwonsi(Susandaegyo),낙동강,낙동강,VHF/M2M/고속망,부자식/리드식,경상남도 창원시 의창구 대산면 모산리 701 (수산대교),128-42-51,35-21-56,128.7141667,35.36555556,1924-02-01,무,-0.518,13.217,12,무,21060.47,58.42,최적(A), ,환경부,,낙동강,국가,추가선정,,추가선정,본류,,,,,,,,,,,,,,,,,
324,324,2020680,김해시(오서교),Gimhaesi(Oseogyo),낙동강,화포천,VHF/M2M,부자식/압력식,경상남도 김해시 한림면 금곡리 1015 (오서교),128-48-54,35-20-10,128.815,35.33611111,2007-01-26,무,-0.608,8.85,10,무,125.14,2.52,최적(A), ,환경부,확대특보지점,낙동강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
325,325,2021610,경주시(의곡교),Gyeongjusi(Uigokgyo),낙동강,동창천,VSAT/M2M,부자식,경상북도 경주시 산내면 의곡리 591-40 (의곡교),129-02-51,35-45-31,129.0475,35.75861111,2017-01-01,무,191.412,198.272,5.5,무,62.32,47.47,최적(A),"결측, 건천화에 따른 수위저하로 부자식수위계 관측한계 도달(04.23~05.05, 05.23~05.29,06.18~06.23)",환경부,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
326,326,2021640,청도군(원리),Cheongdogun(Wonri),낙동강,청도천,VSAT/M2M,부자식,경상북도 청도군 청도읍 원리 988-1,128-45-46,35-37-11,128.7627778,35.61972222,1962-07-01,무,53.273,61.871,7.9,무,298.32,9.08,우수(B), ,환경부,확대특보지점,낙동강,지방,확대특보지점,O,,지류,,3.8,4.8,5.58,3.93,40733.58333,X,,X,,O,O,O,○,,●,시나리오
327,327,2021665,밀양시(상동교),Miryangsi(Sangdonggyo),낙동강,밀양강,VSAT/M2M,레이더/압력식,경상남도 밀양시 상동면 옥산리 141-2 (상동교),128-45-53,35-33-49,128.7647222,35.56361111,2011-01-01,무,25.747,36.354,9,유,889.43,30.34,최적(A),가물막이로 인한 흐름방해로 정상적인 수위계측 불가(01.01~02.01)수위계 고장으로 인한 정상계측 불가(02.02~05.05)관측소 확장공사로 인한 결측(09.20~10.30),환경부,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
328,328,2021670,밀양시(금곡리),Miryangsi(Geumgokri),낙동강,단장천,VSAT/M2M,부자식/압력식,경상남도 밀양시 산외면 금곡리 83-8 (금곡교 하류),128-50-21,35-30-32,128.8391667,35.50888889,2014-01-01,무,31.494,40.106,8,유,332.19,6.03,최적(A),"결측, 부자식 수위계 하한도달로 인한 수위계측불가(04.04~04.05, 04.17~05.02, 05.16~05.29)",환경부,확대특보지점,낙동강,지방,확대특보지점,O,,지류,,5,5.5,7.81,5.75,,O,"2020-09-03, 2020-09-07, 2022-09-06",X,,O,O,X,●,,,기본
329,329,2021675,밀양시(용평동),Miryangsi(Yongpyeongdong),낙동강,밀양강,VHF/M2M,부자식/레이더,경상남도 밀양시 용평동 963 (활성교 상류),128-46-45,35-29-39,128.7791667,35.49416667,1917-02-01,무,11.154,20.44,8.8,유,1288.56,20.68,최적(A), ,환경부,현재특보지점,낙동강,국가,현재특보지점,O,,지류,,3.5,4.5,6.06,4.6,,O,41169,X,,O,O,X,●,,,기본
330,330,2021677,밀양시(남천교),Miryangsi(Namcheongyo),낙동강,밀양강,VHF/M2M,부자식/레이더,경상남도 밀양시 삼문동 377 (남천교),128-44-49,35-29-21,128.7469444,35.48916667,2007-01-26,무,5.365,11.052,10,무,1297.31,17.17,최적(A), ,환경부,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
331,331,2021685,밀양시(남포동),Miryangsi(Nampodong),낙동강,밀양강,VHF/M2M,부자식,경상남도 밀양시 남포동 408,128-47-08,35-27-41,128.7855556,35.46138889,1988-01-01,무,0.046,11.583,11,무,1365.93,10.88,최적(A), ,환경부,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
332,332,2021690,밀양시(삼상교),Miryangsi(Samsanggyo),낙동강,밀양강,VHF/M2M,레이더,경상남도 밀양시 삼랑진읍 미전리 894-15 (삼상교),128-47-42,35-24-41,128.795,35.41138889,2006-01-25,무,-0.88,13.395,9,무,1406.34,4.61,최적(A), ,환경부,,낙동강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
333,333,2022610,밀양시(삼랑진교),Miryangsi(Samnangjin),낙동강,낙동강,VHF/M2M,부자식/레이더,경상남도 밀양시 삼랑진읍 삼랑리 854 (삼랑진교),128-49-18,35-22-58,128.8216667,35.38277778,1955-08-01,유,-0.828,7.791,11,유,22775.43,45.69,최적(A), ,환경부,현재특보지점,낙동강,국가,현재특보지점,O,,본류,,5,7,11.57,8.51,,O,"2011-07-10, 2012-09-17, 2019-10-03, 2020-08-08",X,,O,O,X,●,,,기본
334,334,2022640,김해시(월촌리),Gimhaesi(Wolchonri),낙동강,낙동강,VHF/M2M,부자식,경상남도 김해시 대동면 월촌리 988,128-59-39,35-17-22,128.9941667,35.28944444,1935-01-01,유,-0.807,6.27,9,무,23027.77,22.98,최적(A), ,환경부,,낙동강,국가,추가선정,,추가선정,본류,,,,,,,,,,,,,,,,,
335,335,2022655,양산시(효충교),Yangsansi(Hyochunggyo),낙동강,양산천,VSAT/M2M,레이더,경상남도 양산시 상북면 소토리 1287-47 (효충교),129-02-49,35-22-50,129.0469444,35.38055556,2006-01-25,무,7.247,15.002,8,유,137.18,11.04,최적(A), ,환경부,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
336,336,2022660,양산시(양산교),Yangsansi(Yangsangyo),낙동강,양산천,VHF/M2M,압력식,경상남도 양산시 신기동 600 (양산교),129-02-10,35-21-27,129.0361111,35.3575,1962-07-01,무,4.258,12.532,8,무,176.91,8.26,최적(A),압력식 수위계 카드불량으로 인한 결측(08.19~08.26),환경부,확대특보지점,낙동강,국가,확대특보지점,O,,지류,,4,5,6.31,5.69,,O,"2016-10-05, 2020-09-07",X,,O,O,X,●,○,,기본
337,337,2022670,양산시(호포대교),Yangsansi(Hopodaegyo),낙동강,양산천,VHF/M2M/고속망,레이더,경상남도 양산시 물금읍 증산리 136-4 (호포대교),129-00-47,35-17-20,129.0130556,35.28888889,2006-01-27,무,-0.985,11.707,10,무,245.28,0.2,최적(A), ,환경부,,낙동강,지방,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
338,338,2022680,부산시(구포대교),Busansi(Gupodaegyo),낙동강,낙동강,VHF/M2M/고속망,레이더(2),부산광역시 북구 구포동 1065-1 (구포대교),128-59-36,35-12-13,128.9933333,35.20361111,1927-06-01,유,-1.592,7.436,9,유,23346.91,12.28,최적(A), ,환경부,현재특보지점,낙동강,국가,현재특보지점,O,,본류,,4,5,7.55,5.19,,O,41169,X,,O,O,X,●,○,,기본
339,339,2022685,김해시(정천교),Gimhaesi(Jeongcheongyo),서낙동강,조만강,VHF/M2M,부자식/레이더,경상남도 김해시 명법동 1118 (정천교),128-50-01,35-12-20,128.8336111,35.20555556,2008-02-01,무,-2.077,6.896,8,무,39.6,8.81,최적(A), ,환경부,확대특보지점,낙동강,지방,확대특보지점,O,,지류,,4.1,4.9,5.81,1900-01-04 22:19,,O,42648,X,,O,X,X,●,○,,기본
340,340,2022688,부산시(동서교),Busansi(Dongseogyo),서낙동강,평강천,VHF/M2M,레이더,부산광역시 강서구 강동동 1546-15번지 (동서교),128-55-52,35-11-51,128.9311111,35.1975,2023-10-18,무,-2.912,3.489,7,무,6.68,9.07,-, ,환경부,,낙동강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
341,341,2022690,부산시(강동교),Busansi(Gangdonggyo),서낙동강,서낙동강,VHF/M2M,압력식,부산광역시 강서구 죽림동 1069-2 (강동교),128-54-20,35-11-31,128.9055556,35.19194444,2022-04-20,유,-6.458,4.413,4,무,76.58,8.14,-, ,환경부,확대특보지점,낙동강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
342,342,2101610,경주시(망성교),Gyeongjusi(Mangseonggyo),형산강,형산강,VHF/M2M,부자식,경상북도 경주시 배동 1125-152(망성교),129-12-02,35-47-17,129.2005556,35.78805556,2016-01-01,무,39.53,46.776,7,무,171.01,39.42,최적(A), ,환경부,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
343,343,2101620,경주시(효현교),Gyeongjusi(Hyohyeongyo),형산강,대천,VSAT/M2M,부자식,경상북도 경주시 효현동 1125-31(효현교),129-10-42,35-48-54,129.1783333,35.815,2016-01-01,무,33.942,42.316,5,유,157.11,2.07,최적(A),"결측, 동절기 하천결빙(12.21~12.24)",환경부,,낙동강,지방,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
344,344,2101625,경주시(서천교),Gyeongjusi(Seocheongyo),형산강,형산강,VHF/M2M/고속망,부자식/리드식,경상북도 경주시 서악동 1491-1 (서천교),129-12-05,35-50-17,129.2013889,35.83805556,1962-07-01,무,26.585,34.499,8,유,443.31,33.37,우수(B), ,환경부,확대특보지점,낙동강,국가,확대특보지점,O,,본류,,4,4.8,6.56,6.48,,O,"2012-09-17, 2019-10-02, 2020-09-07, 2022-09-06",X,,O,O,X,●,,,기본
345,345,2101650,경주시(모아리),Gyeongjusi(Moari),형산강,형산강,VHF/M2M,부자식/압력식,경상북도 경주시 천북면 모아리 848,129-14-25,35-55-16,129.2402778,35.92111111,1962-07-01,무,9.057,16.339,7,무,657.19,22.88,최적(A), ,환경부,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
346,346,2101668,경주시(달성교),Gyeongjusi(Dalseonggyo),형산강,기계천,VHF/M2M,부자식,경상북도 경주시 안강읍 노당리 1503 (달성교),129-14-18,36-03-07,129.2383333,36.05194444,1998-06-01,무,19.313,26.875,5,유,156.45,7.69,최적(A),수위 비정상거동으로 인한 결측(02.02~03.29),환경부,확대특보지점,낙동강,지방,확대특보지점,O,,지류,,3,3.6,4.16,3.83,,O,"2020-09-07, 2021-08-24",X,,O,O,X,●,,,기본
347,347,2101675,경주시(강동대교),Gyeongjusi(Gangdongdaegyo),형산강,형산강,VHF/M2M/고속망,부자식/레이더,경상북도 경주시 강동면 오금리 1046-1 (강동대교),129-15-49,35-58-52,129.2636111,35.98111111,1962-07-01,무,0.639,11.849,10,유,1000.09,13.56,최적(A), ,환경부,현재특보지점,낙동강,국가,현재특보지점,O,,본류,,6.5,7.5,9.73,1900-01-09 0:57,,O,"2012-09-17, 2019-10-03, 2022-09-06",X,,O,O,X,●,,,기본
348,348,2101690,포항시(형산교),Pohangsi(Hyeongsangyo),형산강,형산강,VHF/M2M/고속망,부자식/레이더,경상북도 포항시 남구 해도동 229 ((신)형산교),129-22-19,36-00-42,129.3719444,36.01166667,1928-01-01,유,-1.094,6.09,7,유,1136.31,2.3,최적(A), ,환경부,현재특보지점,낙동강,국가,현재특보지점,O,,본류,,2.5,3,4.47,3.61,,O,"2012-09-17, 2019-10-03, 2022-09-06",X,,O,O,X,●,,,기본
349,349,2201611,울산시(구수교),Ulsansi(Gusugyo),태화강,태화강,VHF/M2M,부자식/압력식,울산광역시 울주군 언양읍 반송리 1044-91(구수교),129-09-03,35-32-54,129.1508333,35.54833333,2016-01-01,무,43.017,52.048,8.9,유,122.07,28.47,최적(A), ,환경부,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
350,350,2201630,울산시(사연교),Ulsansi(Sayeongyo),태화강,태화강,VHF/M2M/고속망,레이더/리드식,울산광역시 울주군 범서읍 사연리 531-5 (사연교),129-12-16,35-34-21,129.2044444,35.5725,1962-07-01,무,15.319,23.904,7,유,208.47,25.59,최적(A),"결측, 하천공사로 인한 오측(10.28~11.04)",환경부,,낙동강,국가,추가,O,,본류,,4.2,4.9,6.23,5.76,,O,"2021-08-24, 2022-09-06",X,,O,O,X,○,●,,예측강우
351,351,2201640,울산시(선바위교),Ulsansi(Seonbawigyo),태화강,태화강,VHF/M2M,레이더,울산광역시 울주군 범서읍 입암리 26-10 (선바위교),129-14-07,35-34-40,129.2352778,35.57777778,2017-11-09,무,3.543,16.718,9,무,357.11,17.17,우수(B), ,환경부,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
352,352,2201653,울산시(구영교),Ulsansi(Guyeonggyo),태화강,태화강,VHF/M2M,부자식/압력식,울산광역시 울주군 범서읍 구영리 286-5 (구영교),129-14-48,35-33-43,129.2466667,35.56194444,2009-01-01,무,0.923,11.307,9,유,369.86,14.3,보통(C), ,환경부,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
353,353,2201660,울산시(삼호교),Ulsansi(Samhogyo),태화강,태화강,VHF/M2M/고속망,부자식/압력식,울산광역시 남구 무거동 1035-1 (삼호교),129-16-31,35-33-14,129.2752778,35.55388889,1962-07-01,유,-0.223,9.915,10,무,422.04,11.58,최적(A), ,환경부,,낙동강,국가,추가선정,,추가선정,본류,,,,,,,,,,,,,,,,,
354,354,2201670,울산시(태화교),Ulsansi(Taehwagyo),태화강,태화강,VHF/M2M/고속망,부자식/레이더,울산광역시 중구 성남동 337 (태화교),129-18-33,35-33-09,129.3091667,35.5525,1962-02-01,유,-1.076,9.081,7,유,436.59,7.6,최적(A), ,환경부,현재특보지점,낙동강,국가,현재특보지점,O,,본류,,4.5,5.5,6.78,5.66,,O,42648,X,,O,O,X,○,●,,예측강우
355,355,2201685,울산시(신답교),Ulsansi(Sindapgyo),태화강,동천,VHF/M2M,레이더,울산광역시 북구 상안동 320-1 (신답교),129-20-48,35-37-47,129.3466667,35.62972222,2017-11-10,무,16.626,26.675,8,무,106.71,9.43,최적(A), ,환경부,,낙동강,지방,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
356,356,2201690,울산시(병영교),Ulsansi(Byeongyeonggyo),태화강,동천,VHF/M2M/고속망,부자식/레이더,울산광역시 북구 진장동 1028 (병영교),129-21-07,35-34-36,129.3519444,35.57666667,1962-07-01,무,2.437,8.32,7,무,162.5,3.12,우수(B),"결측, 부자식 수위계 하한수위 도달 및 레이더수위계 수치 이상(04.28~05.05, 07.30~08.09)",환경부,확대특보지점,낙동강,지방,확대특보지점,O,,지류,,4.3,5.5,6.68,5.25,44810.33333,X,,X,,O,O,O,●,,,기본
357,357,2301630,울산시(통천교),Ulsansi(Tongcheongyo),회야강,회야강,VHF/M2M,부자식,울산광역시 울주군 웅촌면 통천리 881-1 (통천교 상류),129-14-21,35-28-12,129.2391667,35.47,1962-07-01,무,33.723,38.898,5,무,112.3,20.23,최적(A), ,환경부,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
358,358,2301650,울산시(동천리),Ulsansi(Dongcheonri),회야강,회야강,VHF/M2M,부자식,울산광역시 울주군 청량읍 동천리 857-12,129-17-05,35-27-48,129.2847222,35.46333333,1962-07-01,무,6.907,16.484,7.9,무,129.81,11.57,최적(A),수위계 이상으로 인한 결측(부자식 수위계 통수장애)(05.10~05.24),환경부,,낙동강,지방,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
359,359,2301670,울산시(덕신교),Ulsansi(Deoksingyo),회야강,회야강,VHF/M2M,레이더,울산광역시 울주군 온산읍 덕신리 980-1 (덕신교),129-18-15,35-26-03,129.3041667,35.43416667,2016-01-01,무,-1.456,10.79,8,무,137.18,7.76,최적(A), ,환경부,확대특보지점,낙동강,지방,확대특보지점,O,,지류,,5.6,6.7,7.85,10.07,,O,"2016-10-05, 2018-10-06, 2019-07-20, 2019-10-03, 2020-09-07, 2021-08-24, 2022-09-06, 2023-08-10",O,"2016-10-05, 2020-09-07, 2021-08-24",X,,X,●,,,기본
360,360,2302640,부산시(동천교),Busansi(Dongcheongyo),낙동강동해,수영강,VSAT/M2M,리드식,부산광역시 금정구 금사동 14-3 (동천교),129-07-06,35-13-03,129.1183333,35.2175,2022-03-02,유,-1.398,9.59,8,무,104.17,6.69,-, ,환경부,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
361,361,2302650,부산시(원동교),Busansi(Wondonggyo),낙동강동해,수영강,VSAT/M2M,레이더,부산광역시 해운대구 반여동 1475-8 (원동교),129-06-51,35-11-38,129.1141667,35.19388889,2017-01-01,유,-2.406,6.561,6,무,133.38,3.73,우수(B), ,환경부,확대특보지점,낙동강,국가,확대특보지점,O,,지류,,4.6,5.4,6.14,1900-01-04 22:04,44081.36806,X,,X,,O,X,O,○,,●,시나리오
362,362,2302655,부산시(세병교),Busansi(Sebyeonggyo),낙동강동해,온천천,VSAT/M2M,리드식,부산광역시 연제구 거제동 149-8 (세병교),129-04-58,35-11-48,129.0827778,35.19666667,2022-03-02,무,-1.34,8.172,6,무,39.53,3.48,-, ,환경부,확대특보지점,낙동강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
363,363,2302690,부산시(다대포),Busansi(Dadaepo),낙동강동해,낙동강,VHF/M2M,레이더,부산광역시 사하구 다대동 (홍티1교),128-57-20,35-03-42,128.9555556,35.06166667,2022-04-20,유,-1.426,4.311,4,무, , ,-, ,환경부,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
364,364,2401613,울진군(올미골교),Uljingun(Olmigolgyo),낙동강동해,남대천,VSAT/M2M,압력식,경상북도 울진군 울진읍 정림리 911-4 (올미골교),129-19-31,37-01-51,129.3252778,37.03083333,2022-07-27,무,49.837,55.311,8,무,104.17,6.69,-, ,환경부,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
